job_id,skill_id
2741476532,66
2741476532,145
2741476532,39
2741476532,140
2718978242,119
2718978242,124
2718978242,12
2718978242,122
2718978242,108
2746215151,44
2642448603,130
2642448603,24
2642448603,63
2642448603,28
2642448603,64
2642448603,57
2642448603,113
2642448603,7
2642448603,134
2642448603,13
2642448603,20
2735172561,30
2735172561,102
2735172561,23
2735172561,4
2735172561,115
2735172561,120
2735172561,43
2735172561,16
2735172561,76
2735172561,139
2735172561,145
2748317481,31
2748317481,145
2675370359,78
2675370359,79
2683712387,140
2683712387,95
2686809403,53
2681704000,14
2681704000,45
2681704000,54
2681704000,73
2681704000,46
2681704000,12
2681704000,113
2675048839,31
2675048839,24
2675048839,56
2675048839,118
2675048839,155
2675048839,126
2675048839,120
2675048839,150
2675048839,139
2675048839,145
2675048839,8
2675048839,79
2675048839,13
2675048839,144
2675048839,109
2700061993,24
2700061993,1
2700061993,115
2700061993,105
2700061993,39
2700061993,14
2700061993,136
2700061993,12
2700061993,90
2700061993,43
2700061993,145
2700061993,15
2700061993,108
2700061993,64
2755159669,30
2755159669,31
2755159669,43
2686096698,24
2686096698,63
2686096698,145
2686096698,95
2686096698,8
2686096698,79
2686096698,128
2687726591,64
2687726591,9
2687726591,163
2687726591,69
2687726591,28
2687726591,39
2687726591,20
2687726591,23
2687726591,12
2687726591,57
2687726591,167
2687726591,145
2726221675,1
2726221675,66
2673909086,64
2673909086,165
2673909086,28
2673909086,57
2676005094,99
2676005094,24
2722864972,31
2722864972,1
2722864972,115
2722864972,118
2722864972,113
2722864972,39
2722864972,140
2722864972,126
2722864972,12
2722864972,79
2722864972,128
2690937433,24
2690937433,12
2690937433,13
2555819526,83
2555819526,109
2732749206,125
2732749206,31
2732749206,30
2695655682,25
2695655682,114
2695655682,115
2695655682,78
2695655682,145
2695655682,116
2695655682,151
2695655682,85
2695655682,79
2680547927,24
2680547927,115
2680547927,74
2680547927,134
2680547927,20
2680547927,157
2689559917,55
2689559917,32
2689559917,115
2689559917,40
2689559917,124
2689559917,119
2689559917,54
2689559917,53
2689559917,108
2642449676,55
2642449676,130
2642449676,119
2642449676,124
2642449676,24
2642449676,64
2642449676,122
2642449676,1
2642449676,113
2642449676,108
2642449676,134
2434244727,24
2434244727,124
2434244727,115
2434244727,113
2434244727,74
2639283712,128
2639283712,99
2639283712,30
2639283712,50
2639283712,130
2639283712,23
2639283712,63
2639283712,109
2639283712,114
2639283712,1
2639283712,115
2639283712,150
2639283712,43
2639283712,87
2639283712,26
2639283712,56
2639283712,145
2639283712,95
2639283712,19
2639283712,134
2639283712,13
2487495027,102
2487495027,24
2487495027,12
2487495027,115
2487495027,113
2657218839,24
2657218839,12
2657218839,13
2689880895,24
2689880895,12
2689880895,13
2380396938,115
2380396938,118
2380396938,145
2694762230,115
2694762230,124
2694762230,145
2694762230,53
2742201499,24
2742201499,1
2742201499,115
2742201499,40
2742201499,47
2742201499,119
2742201499,25
2742201499,12
2742201499,90
2742201499,145
2742201499,113
2744996631,24
2744996631,1
2744996631,113
2744996631,39
2744996631,20
2744996631,63
2744996631,12
2744996631,27
2662803166,31
2662803166,134
2662803166,83
2662803166,43
2662803166,145
2662803166,53
2662803166,44
2662803166,147
2662803166,161
2662803166,148
2657222492,24
2657222492,12
2657222492,13
2679919688,30
2679919688,47
2679919688,12
2679919688,43
2679919688,145
2679919688,53
2679919688,13
2675974313,51
2675974313,27
2675974313,69
2675974313,28
2675974313,64
2675974313,57
2675974313,90
2675974313,1
2675974313,115
2675974313,66
2675974313,95
2675974313,20
2719325309,44
2719325309,138
2719325309,150
2719325309,156
2719325309,19
2677267183,125
2677267183,24
2677267183,113
2690054893,31
2690054893,1
2690054893,134
2690054893,130
2690054893,113
2690054893,20
2690054893,99
2690054893,83
2690054893,90
2690054893,145
2690054893,64
2424299768,23
2424299768,27
2424299768,24
2424299768,115
2424299768,113
2424299768,40
2424299768,20
2673994709,14
2673994709,24
2673994709,124
2673994709,63
2673994709,12
2673994709,1
2673994709,40
2707290803,24
2707290803,64
2707290803,1
2707290803,66
2707290803,74
2707290803,134
2707290803,130
2707290803,99
2707290803,63
2707290803,167
2707290803,7
2707290803,113
2749224825,44
2739250752,44
2734849202,55
2734849202,115
2734849202,45
2734849202,28
2734849202,61
2734849202,87
2734849202,14
2734849202,57
2734849202,8
2734849202,113
2734849202,108
2712137853,31
2712137853,24
2712137853,1
2712137853,134
2712137853,140
2712137853,51
2712137853,99
2712137853,23
2712137853,12
2712137853,120
2712137853,43
2712137853,145
2712137853,4
2515347764,75
2515347764,15
2515347764,104
2515347764,31
2515347764,64
2515347764,122
2515347764,115
2515347764,113
2515347764,108
2515347764,145
2650077842,24
2650077842,2
2650077842,64
2650077842,40
2650077842,50
2650077842,130
2650077842,45
2650077842,69
2650077842,28
2650077842,105
2650077842,87
2650077842,88
2650077842,12
2650077842,57
2650077842,90
2650077842,108
2650077842,167
2650077842,113
2739163166,118
2739163166,24
2739163166,124
2739163166,28
2739163166,64
2739163166,57
2721740815,31
2721740815,14
2721740815,54
2721740815,90
2721740815,152
2688402385,115
2688402385,45
2688402385,28
2688402385,87
2688402385,14
2688402385,57
2688402385,8
2688402385,113
2688402385,108
2738456878,115
2738456878,56
2738456878,118
2738456878,113
2738456878,140
2738456878,150
2738456878,145
2738456878,79
2727641397,31
2727641397,24
2727641397,63
2727641397,64
2727641397,90
2727641397,1
2727641397,108
2727641397,145
2727641397,95
2727641397,87
2698190092,24
2698190092,115
2698190092,113
2698190092,93
2698190092,145
2698190092,40
2698190092,87
2698190092,108
2698190092,53
2741246898,130
2741246898,3
2741246898,34
2741246898,1
2741246898,113
2741246898,145
2732462455,31
2732462455,122
2732462455,94
2732462455,124
2732462455,138
2732462455,76
2732462455,30
2732462455,119
2732462455,12
2732462455,120
2732462455,43
2732462455,108
2706547648,94
2706547648,50
2706547648,23
2706547648,69
2706547648,52
2706547648,90
2706547648,74
2706547648,40
2716930658,44
2716930658,150
2716930658,145
2716150102,128
2716150102,63
2716150102,12
2716150102,115
2716150102,120
2716150102,145
2689881677,24
2689881677,12
2689881677,13
2692444616,44
2692444616,31
2692444616,80
2692444616,161
2739245745,44
2542314761,24
2542314761,138
2542314761,51
2542314761,63
2542314761,12
2542314761,53
2542314761,13
2739253077,44
2436011172,31
2436011172,24
2436011172,12
2436011172,113
2436011172,56
2436011172,40
2436011172,8
2436011172,79
2436011172,140
2749917126,24
2749917126,12
2749917126,115
2749917126,78
2749917126,116
2749917126,151
2749917126,8
2749917126,79
2686182047,31
2686182047,14
2686182047,45
2686182047,24
2686182047,1
2737061649,1
2737061649,115
2737061649,40
2737061649,113
2737061649,39
2737061649,14
2737061649,63
2737061649,12
2737061649,90
2737061649,43
2737061649,108
2737061649,78
2737061649,95
2737061649,79
2737061649,141
2737089643,14
2737089643,31
2737089643,24
2737089643,47
2737089643,12
2737089643,90
2737089643,113
2737089643,105
2737089643,145
2737089643,95
2737089643,87
2737089643,134
2679756197,51
2679756197,124
2679756197,12
2679756197,1
2679756197,115
2679756197,120
2679756197,145
2679756197,134
2679756197,39
2679756197,20
2681786037,50
2681786037,2
2681786037,63
2681786037,113
2681786037,108
2681786037,66
2681786037,145
2681786037,95
2681786037,39
2681786037,17
2718261033,115
2718261033,113
2718261033,150
2718261033,145
2718261033,39
2721754730,51
2721754730,50
2721754730,12
2721754730,115
2721754730,40
2721754730,79
2743450441,44
2559052616,33
2559052616,60
2559052616,43
2559052616,145
2737033008,24
2737033008,64
2737033008,122
2737033008,165
2737033008,1
2737033008,74
2737033008,14
2737033008,130
2737033008,47
2737033008,12
2677282702,88
2677282702,69
2677282702,150
2677282702,43
2677282702,167
2677282702,145
2677282702,19
2690026843,51
2690026843,27
2690026843,69
2690026843,28
2690026843,64
2690026843,57
2690026843,90
2690026843,1
2690026843,115
2690026843,66
2690026843,95
2690026843,20
2689566169,55
2689566169,32
2689566169,115
2689566169,40
2689566169,124
2689566169,119
2689566169,54
2689566169,53
2689566169,108
2732491777,1
2699753088,118
2699753088,63
2699753088,126
2699753088,12
2699753088,115
2699753088,113
2699753088,145
2699753088,79
2684620953,33
2684620953,15
2684620953,44
2684620953,6
2684620953,83
2684620953,166
2684620953,1
2684620953,115
2684620953,113
2684620953,43
2684620953,56
2684620953,145
2680884552,31
2685275354,115
2685275354,145
2685275354,79
1959960383,104
1959960383,30
1959960383,63
1959960383,136
1959960383,115
1959960383,113
1959960383,43
1959960383,56
1959960383,145
1959960383,140
2718995261,24
2718995261,1
2718995261,74
2718995261,50
2718995261,39
2718995261,23
2718995261,12
2718995261,145
2718995261,95
2718995261,79
2717436799,1
2704284603,128
2704284603,27
2704284603,63
2704284603,91
2704284603,115
2704284603,113
2704284603,56
2704284603,79
2704284603,20
2704284603,140
2626476232,1
2678482706,6
2678482706,31
2678482706,50
2678482706,130
2678482706,23
2678482706,24
2678482706,69
2678482706,64
2678482706,109
2678482706,12
2678482706,1
2678482706,115
2678482706,150
2678482706,66
2678482706,139
2678482706,145
2678482706,40
2678482706,71
2678482706,17
2678482706,13
2678482706,20
2740238664,24
2740238664,1
2740238664,66
2740238664,130
2740238664,12
2676028220,48
2676028220,150
2683580825,24
2683580825,12
2683580825,13
2723004442,64
2723004442,57
2723004442,67
2716045444,130
2716045444,1
2746668139,1
2746668139,115
2746668139,56
2746668139,40
2746668139,19
2746668139,28
2746668139,138
2746668139,140
2746668139,23
2746668139,63
2746668139,12
2746668139,145
2746668139,128
2746668139,4
2678799530,31
2678799530,63
2678799530,122
2678799530,115
2678799530,108
2702961527,83
2702961527,96
2702961527,145
2748686994,110
2748686994,113
2748686994,145
2748686994,109
2683827330,24
2683827330,115
2683827330,74
2683827330,40
2683827330,39
2683827330,54
2683827330,136
2681782167,118
2681782167,14
2681782167,124
2681782167,40
2681782167,39
2681782167,20
2701625271,99
2616024198,24
2616024198,122
2616024198,1
2740833643,31
2740833643,19
2740833643,76
2740833643,150
2740833643,43
2740833643,108
2740833643,139
2740833643,145
2740833643,79
2740833643,53
2670486658,24
2670486658,64
2670486658,122
2670486658,115
2670486658,118
2670486658,29
2670486658,113
2670486658,81
2670486658,105
2670486658,39
2670486658,20
2670486658,104
2670486658,63
2670486658,12
2670486658,103
2670486658,53
2670486658,128
2670486658,27
2670486658,73
2670486658,149
2727490477,69
2727490477,113
2683537421,44
2683537421,31
2683537421,8
2594154976,31
2594154976,24
2594154976,1
2594154976,115
2594154976,66
2594154976,74
2594154976,50
2594154976,113
2594154976,39
2594154976,99
2594154976,23
2594154976,136
2594154976,53
2689883498,24
2689883498,12
2689883498,13
2685912844,118
2685912844,115
2685912844,145
2718974638,119
2718974638,124
2718974638,12
2718974638,122
2718974638,108
2699785010,24
2699785010,34
2699785010,115
2699785010,56
2699785010,47
2699785010,113
2699785010,20
2699785010,140
2699785010,63
2699785010,12
2699785010,123
2699785010,78
2699785010,139
2699785010,145
2699785010,95
2699785010,79
2699785010,13
2699785010,128
2699785010,73
2675368423,78
2675368423,79
2678716112,44
2678716112,130
2678716112,45
2678716112,64
2678716112,1
2678716112,113
2678716112,71
2678716112,20
2654000187,1
2654000187,130
2654000187,39
2654000187,13
2673249889,1
2673249889,115
2673249889,74
2673249889,130
2673249889,140
2673249889,63
2673249889,12
2673249889,139
2673249889,145
2673249889,7
2673249889,128
2673249889,113
2673249889,108
2708115166,24
2688420594,24
2688420594,63
2688420594,12
2693540064,14
2693540064,24
2693540064,12
2693540064,113
2693540064,134
2693540064,39
2693540064,13
2693540064,20
2727234804,31
2727234804,1
2727234804,115
2727234804,118
2727234804,87
2727234804,39
2727234804,140
2727234804,63
2727234804,12
2727234804,90
2727234804,120
2727234804,108
2727234804,79
2727234804,128
2727234804,4
2737662062,113
2701968661,83
2701968661,150
2683655300,33
2683655300,150
2683655300,8
2683655300,79
2676030109,48
2676030109,150
2685914118,122
2685914118,66
2685914118,134
2685914118,138
2685914118,12
2685914118,90
2682234270,24
2682234270,12
2682234270,40
2682234270,95
2682234270,7
2682234270,53
2682234270,13
2695505599,118
2695505599,128
2695505599,6
2695505599,24
2695505599,47
2695505599,63
2695505599,28
2695505599,64
2695505599,12
2695505599,57
2695505599,1
2695505599,115
2695505599,56
2695505599,121
2695505599,145
2695505599,7
2695505599,79
2695505599,140
2727638764,31
2727638764,24
2727638764,63
2727638764,64
2727638764,90
2727638764,1
2727638764,108
2727638764,145
2727638764,95
2727638764,87
2712525906,24
2712525906,1
2712525906,66
2712525906,50
2712525906,51
2714593701,14
2733201841,1
2744607932,94
2744607932,50
2744607932,83
2744607932,23
2744607932,4
2744607932,28
2744607932,64
2744607932,57
2744607932,127
2744607932,115
2744607932,67
2744607932,39
2680026121,14
2680026121,12
2680026121,78
2680026121,145
2680026121,40
2702965876,31
2702965876,69
2702965876,167
2702965876,145
2688123291,130
2688123291,60
2688123291,24
2688123291,1
2689853971,88
2689853971,44
2689853971,80
2689853971,155
2689853971,145
2710149031,33
2710149031,51
2710149031,128
2710149031,50
2710149031,63
2710149031,136
2710149031,12
2710149031,1
2710149031,115
2710149031,120
2710149031,113
2710149031,43
2710149031,78
2710149031,74
2710149031,66
2710149031,145
2710149031,7
2710149031,19
2710149031,79
2710149031,13
2710149031,140
2749238567,24
2749238567,48
2713357501,143
2713357501,31
2713357501,130
2713357501,83
2713357501,166
2713357501,1
2713357501,110
2687274163,15
2687274163,104
2687274163,27
2687274163,63
2687274163,115
2687274163,113
2687274163,105
2687274163,74
2687274163,20
2698187742,24
2698187742,1
2698187742,66
2698187742,130
2698187742,12
2698187742,71
2698187742,53
2698187742,13
2741503879,118
2741503879,128
2741503879,124
2741503879,12
2741503879,114
2741503879,8
2741503879,140
2732494677,24
2732494677,122
2732494677,152
2681100399,31
2681100399,24
2681100399,1
2681100399,40
2681100399,28
2681100399,99
2681100399,23
2681100399,63
2681100399,90
2681100399,108
2494246433,31
2494246433,2
2494246433,64
2494246433,74
2494246433,69
2494246433,99
2494246433,14
2494246433,42
2494246433,63
2494246433,167
2494246433,145
2494246433,113
2682122899,51
2682122899,128
2682122899,14
2682122899,94
2682122899,130
2682122899,23
2682122899,63
2682122899,64
2682122899,1
2682122899,145
2682122899,40
2682122899,95
2682122899,58
2694258292,24
2694258292,12
2694258292,13
2738374621,44
2731882948,31
2731882948,24
2731882948,12
2731882948,90
2731882948,120
2731882948,145
2731882948,95
2731882948,108
2724688807,31
2724688807,115
2724688807,150
2708718990,31
2708718990,23
2708718990,24
2708718990,64
2708718990,12
2708718990,115
2708718990,74
2708718990,8
2673344857,24
2673344857,78
2673344857,8
2673344857,113
2646195745,32
2646195745,47
2646195745,54
2646195745,12
2646195745,115
2646195745,134
2646195745,13
2559052571,33
2559052571,60
2559052571,43
2559052571,145
2740185350,31
2740185350,24
2740185350,45
2740185350,47
2740185350,14
2740185350,63
2740185350,12
2740185350,90
2740185350,145
2740185350,8
2740185350,79
2740185350,13
2703775130,63
2703775130,141
2706682560,118
2706682560,130
2706682560,23
2706682560,1
2706682560,66
2706682560,71
2748830563,24
2748830563,63
2748830563,12
2748830563,115
2748830563,56
2748830563,139
2748830563,145
2748830563,13
2748830563,140
2669932465,24
2669932465,122
2669932465,94
2669932465,45
2669932465,124
2669932465,14
2669932465,83
2669932465,42
2669932465,54
2669932465,12
2669932465,53
2669932465,13
2733043829,4
2733043829,24
2733043829,47
2733043829,69
2733043829,34
2733043829,12
2733043829,115
2733043829,120
2733043829,113
2733043829,150
2733043829,16
2733043829,76
2733043829,167
2733043829,139
2733043829,145
2733043829,95
2733043829,109
2733043829,13
2733043829,20
2733043829,140
2713380624,115
2713380624,79
2680691389,99
2749910091,31
2749910091,130
2749910091,24
2749910091,1
2749910091,115
2749910091,145
2720225981,44
2720225981,83
2720225981,166
2720225981,28
2720225981,64
2720225981,113
2720225981,162
2628571552,33
2628571552,31
2628571552,115
2628571552,56
2628571552,60
2628571552,99
2628571552,83
2628571552,145
2727654800,31
2727654800,32
2727654800,24
2727654800,64
2727654800,1
2727654800,66
2727654800,124
2727654800,87
2727654800,20
2727654800,63
2727654800,145
2727654800,13
2727654800,67
2677650573,33
2677650573,60
2677650573,43
2677650573,145
2739246920,44
2718976472,119
2718976472,124
2718976472,12
2718976472,122
2718976472,108
2679703030,130
2679703030,24
2679703030,63
2679703030,12
2679703030,1
2679703030,115
2679703030,113
2679703030,145
2679703030,95
2679703030,8
2679703030,39
2679703030,53
2679703030,20
2689859251,119
2689859251,95
2689859251,87
2689859251,140
2689880921,24
2689880921,12
2689880921,13
2690994427,24
2690994427,83
2690994427,54
2690994427,12
2690994427,53
2690994427,13
2554021285,83
2554021285,24
2554021285,28
2554021285,64
2554021285,12
2554021285,57
2554021285,13
2592592941,24
2592592941,64
2592592941,122
2592592941,115
2592592941,40
2592592941,113
2592592941,51
2592592941,14
2592592941,23
2592592941,63
2592592941,12
2592592941,128
2737010967,115
2737010967,50
2737010967,113
2737010967,20
2737010967,82
2737010967,51
2737010967,102
2737010967,145
2737010967,8
2737010967,79
2737010967,158
2574132221,83
2574132221,23
2574132221,24
2574132221,47
2574132221,12
2574132221,53
2574132221,13
2474421636,24
2474421636,124
2474421636,83
2474421636,23
2474421636,12
2474421636,123
2474421636,53
2474421636,13
2474421636,15
2474421636,27
2709240591,145
2709240591,113
2709240591,31
2679679127,82
2679679127,50
2679679127,70
2679679127,91
2679679127,115
2679679127,150
2679679127,78
2679679127,145
2679679127,8
2679679127,79
2679679127,108
2712193995,130
2712193995,13
2690939210,24
2690939210,12
2690939210,13
2714579708,14
2714579708,23
2714579708,24
2714579708,3
2714579708,1
2714579708,123
2714579708,40
2714579708,79
2714579708,108
2714579708,64
2714579708,20
2690951888,44
2690951888,125
2708347585,145
2708347585,113
2708347585,31
2721588637,94
2721588637,24
2721588637,64
2721588637,12
2721588637,1
2721588637,40
2721588637,13
2745688479,14
2745688479,45
2745688479,24
2745688479,42
2745688479,28
2745688479,64
2745688479,57
2689563490,55
2689563490,32
2689563490,115
2689563490,40
2689563490,124
2689563490,119
2689563490,54
2689563490,53
2689563490,108
2686313931,50
2686313931,69
2686313931,63
2686313931,136
